Cisco Systems,Network and Other Communications Equipment,49.161,"San Jose, CA",54,,37.4083511,-121.954079,8.981,54
Pfizer,Pharmaceuticals,48.851,"New York, NY",55,,40.7503031,-73.9726559,6.96,55
Dow Chemical,Chemicals,48.778,"Midland, MI",56,,43.6129558,-84.1959268,7.685,56
Sysco,Wholesalers: Food and Grocery,48.6808,"Houston, TX",57,,29.759024,-95.6197558,0.6868,57
FedEx,"Mail, Package, and Freight Delivery",47.453,"Memphis, TN",58,,35.10565,-89.8583139,1.05,58
Caterpillar,Construction and Farm Machinery,47.011,"Peoria, IL",59,,40.691726,-89.5884109,2.102,59
Lockheed Martin,Aerospace and Defense,46.132,"Bethesda, MD",60,,39.03099,-77.138944,3.605,60
New York Life Insurance,"Insurance: Life, Health (Mutual)",45.8906,"New York, NY",61,,40.7430573,-73.98617,0.2566,61
Coca-Cola,Beverages,44.294,"Atlanta, GA",62,,33.7711611,-84.3972878,7.351,62
HCA Holdings,Health Care: Medical Facilities,43.591,"Nashville, TN",63,,36.153131,-86.814549,2.129,63
Ingram Micro,Wholesalers: Electronics and Office Equipment,43.0259,"Irvine, CA",64,,33.6731483,-117.8399565,0.2151,64
Energy Transfer Equity,Pipelines,42.126,"Dallas, TX",65,,32.8615241,-96.8065487,1.189,65
Tyson Foods,Food Production,41.373,"Springdale, AR",66,,36.1529579,-94.155056,1.22,66
American Airlines Group,Airlines,40.99,"Fort Worth, TX",67,,32.8280655,-97.0507139,7.61,67
Delta Air Lines,Airlines,40.704,"Atlanta, GA",68,,33.6563784,-84.4232308,4.526,68
Nationwide,Insurance: Property and Casualty (Mutual),40.2218,"Columbus, OH",69,,39.9682206,-83.0027312,0.5807,69
Johnson Controls,Motor Vehicles and Parts,40.204,"Milwaukee, WI",70,,43.1239428,-87.9369884,1.563,70
Best Buy,Specialty Retailers: Other,39.745,"Richfield, MN",71,,44.8640357,-93.3052663,0.897,71
Merck,Pharmaceuticals,39.498,"Kenilworth, NJ",72,,40.678682,-74.2726036,4.442,72
Liberty Mutual Insurance Group,Insurance: Property and Casualty (Stock),39.45,"Boston, MA",73,,42.3500587,-71.0718044,0.514,73
Goldman Sachs Group,Commercial Banks,39.208,"New York, NY",74,,40.7148673,-74.0142802,6.083,74
Honeywell International,"Electronics, Electrical Equip.",38.581,"Morris Plains, NJ",75,,40.8358456,-74.4771042,4.768,75
Massachusetts Mutual Life Insurance,"Insurance: Life, Health (Mutual)",38.2428,"Springfield, MA",76,,42.1168891,-72.5475518,1.4253,76
Oracle,Computer Software,38.226,"Redwood City, CA",77,,37.5306726,-122.2624459,9.938,77
Morgan Stanley,Commercial Banks,37.897,"New York, NY",78,,40.7600563,-73.985418,6.127,78
Cigna,Health Care: Insurance and Managed Care,37.876,"Bloomfield, CT",79,,41.8128862,-72.7469102,2.094,79
United Continental Holdings,Airlines,37.864,"Chicago, IL",80,,41.8788864,-87.6358825,7.34,80
Allstate,Insurance: Property and Casualty (Stock),35.653,"Northbrook, IL",81,,42.1009461,-87.8711055,2.171,81
TIAA,"Insurance: Life, Health (Mutual)",35.1813,"New York, NY",82,,40.7531447,-73.9727965,1.2142,82
INTL FCStone,Diversified Financials,34.6932,"New York, NY",83,,40.75243,-73.9737387,0.0557,83
CHS,Food Production,34.5824,"Inver Grove Heights, MN",84,,44.8694795,-93.0625477,0.781,84
American Express,Diversified Financials,34.441,"New York, NY",85,,40.7136518,-74.0148072,5.163,85
Gilead Sciences,Pharmaceuticals,32.639,"Foster City, CA",86,,37.5669611,-122.2816329,18.108,86
Publix Super Markets,Food and Drug Stores,32.6188,"Lakeland, FL",87,,28.0044756,-82.0134373,1.965,87
General Dynamics,Aerospace and Defense,31.469,"Falls Church, VA",88,,38.869375,-77.2148891,2.965,88
TJX,Specialty Retailers: Apparel,30.9449,"Framingham, MA",89,,42.3107587,-71.3822888,2.2777,89
ConocoPhillips,"Mining, Crude-Oil Production",30.935,"Houston, TX",90,,29.7680886,-95.6061533,-4.428,90
Nike,Apparel,30.601,"Beaverton, OR",91,,45.5077241,-122.8280925,3.273,91
World Fuel Services,Wholesalers: Diversified,30.3797,"Miami, FL",92,,25.8117902,-80.337494,0.1869,92
3M,Miscellaneous,30.274,"St. Paul, MN",93,,44.9581864,-93.0024111,4.833,93
Mondelez International,Food Consumer Products,29.636,"Deerfield, IL",94,,42.16334,-87.879553,7.267,94
Exelon,Utilities: Gas and Electric,29.447,"Chicago, IL",95,,41.8815908,-87.6298314,2.269,95
Twenty-First Century Fox,Entertainment,28.987,"New York, NY",96,,40.7585532,-73.9821356,8.306,96
Deere,Construction and Farm Machinery,28.8628,"Moline, IL",97,,41.4768314,-90.4243728,1.94,97
Tesoro,Petroleum Refining,28.15,"San Antonio, TX",98,,29.615955,-98.4590222,1.54,98
Time Warner,Entertainment,28.118,"New York, NY",99,,40.7685526,-73.9831866,3.833,99
Northwestern Mutual,"Insurance: Life, Health (Mutual)",28.111,"Milwaukee, WI",100,,43.0392307,-87.9020893,0.815,100
DuPont,Chemicals,27.94,"Wilmington, DE",101,,39.7554032,-75.6051119,1.953,101
Avnet,Wholesalers: Electronics and Office Equipment,27.9247,"Phoenix, AZ",102,,33.4274452,-111.9799386,0.5719,102
Macy's,General Merchandisers,27.079,"Cincinnati, OH",103,,39.103259,-84.514131,1.072,103
Enterprise Products Partners,Pipelines,27.0279,"Houston, TX",104,,29.7576377,-95.3689383,2.5212,104
Travelers Cos.,Insurance: Property and Casualty (Stock),26.8,"New York, NY",105,,40.754204,-73.9736114,3.439,105
Philip Morris International,Tobacco,26.794,"New York, NY",106,,40.7517311,-73.9783478,6.873,106
Rite Aid,Food and Drug Stores,26.5284,"Camp Hill, PA",107,,40.2566657,-76.9139949,2.1092,107
Tech Data,Wholesalers: Electronics and Office Equipment,26.3798,"Clearwater, FL",108,,27.917127,-82.707835,0.2657,108
McDonald's,Food Services,25.413,"Oak Brook, IL",109,,41.8475825,-87.9455024,4.5293,109
Qualcomm,Network and Other Communications Equipment,25.281,"San Diego, CA",110,,32.8959644,-117.1958383,5.271,110
Sears Holdings,General Merchandisers,25.146,"Hoffman Estates, IL",111,,42.0772434,-88.2152027,-1.129,111
Capital One Financial,Commercial Banks,25.098,"McLean, VA",112,,38.9246045,-77.2129251,4.05,112
EMC,Computer Peripherals,24.704,"Hopkinton, MA",113,,42.1942099,-71.5447755,1.99,113
United Services Automobile Assn.,Insurance: Property and Casualty (Stock),24.3605,"San Antonio, TX",114,,29.5344204,-98.5746487,2.272,114
Duke Energy,Utilities: Gas and Electric,24.002,"Charlotte, NC",115,,35.2241581,-80.8487419,2.816,115
Time Warner Cable,Telecommunications,23.697,"New York, NY",116,,40.7690449,-73.9827114,1.844,116
Halliburton,"Oil and Gas Equipment, Services",23.633,"Houston, TX",117,,29.938703,-95.339978,-0.671,117
Northrop Grumman,Aerospace and Defense,23.526,"Falls Church, VA",118,,38.8676455,-77.2159943,1.99,118
Arrow Electronics,Wholesalers: Electronics and Office Equipment,23.282,"Centennial, CO",119,,39.5814501,-104.8823432,0.4977,119
Raytheon,Aerospace and Defense,23.247,"Waltham, MA",120,,42.40562,-71.2827832,2.074,120
Plains GP Holdings,Pipelines,23.152,"Houston, TX",121,,29.7573476,-95.3719322,0.118,121
US Foods Holding,Wholesalers: Food and Grocery,23.1275,"Rosemont, IL",122,,41.9886515,-87.8578806,0.1675,122
AbbVie,Pharmaceuticals,22.859,"North Chicago, IL",123,,42.3021609,-87.8915264,5.144,123
Centene,Health Care: Insurance and Managed Care,22.795,"St. Louis, MO",124,,38.6495116,-90.3345013,0.355,124
Community Health Systems,Health Care: Medical Facilities,22.678,"Franklin, TN",125,,35.9517599,-86.8106066,0.158,125
Alcoa,Metals,22.534,"New York, NY",126,,40.7595975,-73.9728451,-0.322,126
International Paper,"Packaging, Containers",22.365,"Memphis, TN",127,,35.1014608,-89.8502899,0.938,127
Emerson Electric,"Electronics, Electrical Equip.",22.304,"St. Louis, MO",128,,38.7312796,-90.2787102,2.71,128
Union Pacific,Railroads,21.813,"Omaha, NE",129,,41.259172,-95.93518,4.772,129
Amgen,Pharmaceuticals,21.662,"Thousand Oaks, CA",130,,34.1921361,-118.9194769,6.939,130
U.S. Bancorp,Commercial Banks,21.494,"Minneapolis, MN",131,,44.9756252,-93.2738498,5.879,131
Staples,Specialty Retailers: Other,21.059,"Framingham, MA",132,,42.2913876,-71.4889834,0.3792,132
Danaher,"Scientific,Photographic and  Control Equipment",20.9088,"Washington, DC",133,,38.9016524,-77.0494457,3.3574,133
Whirlpool,"Electronics, Electrical Equip.",20.891,"Benton Harbor, MI",134,,42.1504279,-86.4427687,0.783,134
Aflac,"Insurance: Life, Health (stock)",20.872,"Columbus, GA",135,,32.4672389,-84.9637973,2.533,135
AutoNation,"Automotive Retailing, Services",20.862,"Fort Lauderdale, FL",136,,26.1201485,-80.1442799,0.4426,136
Progressive,Insurance: Property and Casualty (Stock),20.8538,"Mayfield Village, OH",137,,41.5359358,-81.4511089,1.2676,137
Abbott Laboratories,Medical Products and Equipment,20.661,"Abbott Park, IL",138,,42.3020326,-87.8914905,4.423,138
Dollar General,General Merchandisers,20.3686,"Goodlettsville, TN",139,,36.3093589,-86.6997103,1.1651,139
Tenet Healthcare,Health Care: Medical Facilities,20.111,"Dallas, TX",140,,32.7847875,-96.8026418,-0.14,140
Eli Lilly,Pharmaceuticals,19.9587,"Indianapolis, IN",141,,40.0812139,-86.4572686,2.4084,141
Southwest Airlines,Airlines,19.82,"Dallas, TX",142,,32.8452861,-96.8623949,2.181,142
Penske Automotive Group,"Automotive Retailing, Services",19.3607,"Bloomfield Hills, MI",143,,42.60254,-83.287959,0.3261,143
ManpowerGroup,Temporary Help,19.3299,"Milwaukee, WI",144,,43.0490678,-87.9129589,0.4192,144
Kohl's,General Merchandisers,19.204,"Menomonee Falls, WI",145,,43.1193703,-88.1228342,0.673,145
Starbucks,Food Services,19.1627,"Seattle, WA",146,,47.5809609,-122.3359246,2.7574,146
Paccar,Motor Vehicles and Parts,19.1151,"Bellevue, WA",147,,47.6166428,-122.1996429,1.604,147
Cummins,Construction and Farm Machinery,19.11,"Columbus, IN",148,,39.2039839,-85.9229429,1.399,148
Altria Group,Tobacco,18.854,"Richmond, VA",149,,37.602621,-77.517761,5.241,149
Xerox,Information Technology Services,18.664,"Norwalk, CT",150,,41.1452577,-73.4282102,0.474,150
Kimberly-Clark,Household and Personal Products,18.591,"Irving, TX",151,,32.8700521,-96.9505585,1.013,151
Hartford Financial Services Group,Insurance: Property and Casualty (Stock),18.377,"Hartford, CT",152,,41.7639122,-72.6706299,1.682,152
Kraft Heinz,Food Consumer Products,18.338,"Pittsburgh, PA",153,,40.4399982,-80.0037948,0.634,153
Lear,Motor Vehicles and Parts,18.2114,"Southfield, MI",154,,42.452623,-83.2791994,0.7455,154
Fluor,"Engineering, Construction",18.114,"Irving, TX",155,,32.9010448,-96.9513488,0.4125,155
AECOM,"Engineering, Construction",17.9899,"Los Angeles, CA",156,,34.0588024,-118.4168798,-0.1548,156
Facebook,Internet Services and Retailing,17.928,"Menlo Park, CA",157,,37.485049,-122.1475484,3.688,157
Jabil Circuit,Semiconductors and Other Electronic Components,17.9138,"St. Petersburg, FL",158,,27.8686964,-82.6484141,0.284,158
CenturyLink,Telecommunications,17.9,"Monroe, LA",159,,32.5895496,-92.0669497,0.878,159
Supervalu,Food and Drug Stores,17.82,"Eden Prairie, MN",160,,44.8719926,-93.4253846,0.192,160
General Mills,Food Consumer Products,17.6303,"Minneapolis, MN",161,,44.9767754,-93.3966637,1.2213,161
Southern,Utilities: Gas and Electric,17.489,"Atlanta, GA",162,,33.76432,-84.388259,2.367,162
NextEra Energy,Utilities: Gas and Electric,17.486,"Juno Beach, FL",163,,26.8596034,-80.0593728,2.752,163
Thermo Fisher Scientific,"Scientific,Photographic and  Control Equipment",16.9654,"Waltham, MA",164,,42.3998497,-71.2581352,1.9754,164
American Electric Power,Utilities: Gas and Electric,16.9003,"Columbus, OH",165,,39.9651773,-83.0060034,2.0471,165
PG&E Corp.,Utilities: Gas and Electric,16.833,"San Francisco, CA",166,,37.7918253,-122.3958524,0.874,166
NGL Energy Partners,Wholesalers: Diversified,16.8021,"Tulsa, OK",167,,36.0747904,-95.9252609,0.0167,167
Bristol-Myers Squibb,Pharmaceuticals,16.56,"New York, NY",168,,40.7577378,-73.9723024,1.565,168
Goodyear Tire & Rubber,Motor Vehicles and Parts,16.443,"Akron, OH",169,,41.0589828,-81.4769452,0.307,169
Nucor,Metals,16.4393,"Charlotte, NC",170,,35.1588483,-80.8347682,0.3577,170
PNC Financial Services Group,Commercial Banks,16.27,"Pittsburgh, PA",171,,40.4402568,-80.0001176,4.106,171
Health Net,Health Care: Insurance and Managed Care,16.2436,"Woodland Hills, CA",172,,34.178822,-118.6009663,0.1857,172
Micron Technology,Semiconductors and Other Electronic Components,16.192,"Boise, ID",173,,43.5295089,-116.1492919,2.899,173
Colgate-Palmolive,Household and Personal Products,16.034,"New York, NY",174,,40.7570425,-73.9747241,1.384,174
Freeport-McMoRan,"Mining, Crude-Oil Production",15.877,"Phoenix, AZ",175,,33.451707,-112.0730786,-12.236,175
ConAgra Foods,Food Consumer Products,15.8486,"Omaha, NE",176,,41.2553548,-95.9263605,-0.2526,176
Gap,Specialty Retailers: Apparel,15.797,"San Francisco, CA",177,,37.7907868,-122.3909616,0.92,177
Baker Hughes,"Oil and Gas Equipment, Services",15.742,"Houston, TX",178,,29.7607377,-95.397518,-1.967,178
Bank of New York Mellon Corp.,Commercial Banks,15.523,"New York, NY",179,,40.7119835,-74.0152654,3.158,179
Dollar Tree,Specialty Retailers: Other,15.4984,"Chesapeake, VA",180,,36.7681723,-76.2421556,0.2824,180
Whole Foods Market,Food and Drug Stores,15.389,"Austin, TX",181,,30.2705897,-97.7532849,0.536,181
PPG Industries,Chemicals,15.33,"Pittsburgh, PA",182,,40.4399982,-80.0037948,1.406,182
Genuine Parts,Wholesalers: Diversified,15.28,"Atlanta, GA",183,,33.895226,-84.4699872,0.7057,183
Icahn Enterprises,Diversified Financials,15.272,"New York, NY",184,,40.7635371,-73.9722478,-1.194,184
Performance Food Group,Wholesalers: Food and Grocery,15.27,"Richmond, VA",185,,37.6045133,-77.6437352,0.0565,185
Omnicom Group,"Advertising, marketing",15.1344,"New York, NY",186,,40.7573566,-73.9753735,1.0939,186
DISH Network,Telecommunications,15.0689,"Englewood, CO",187,,39.5456233,-104.8561975,0.7471,187
FirstEnergy,Utilities: Gas and Electric,15.026,"Akron, OH",188,,41.0834275,-81.5185695,0.578,188
Monsanto,Chemicals,15.001,"St. Louis, MO",189,,38.689556,-90.4064226,2.314,189
AES,Utilities: Gas and Electric,14.963,"Arlington, VA",190,,38.8797823,-77.1126984,0.306,190
CarMax,"Automotive Retailing, Services",14.8736,"Richmond, VA",191,,37.6111182,-77.6676115,0.5974,191
National Oilwell Varco,"Oil and Gas Equipment, Services",14.757,"Houston, TX",192,,29.6916115,-95.5545889,-0.769,192
NRG Energy,Energy,14.674,"Princeton, NJ",193,,40.3222108,-74.6481658,-6.382,193
Western Digital,Computer Peripherals,14.572,"Irvine, CA",194,,33.6732066,-117.841192,1.465,194
Marriott International,"Hotels, Casinos, Resorts",14.486,"Bethesda, MD",195,,39.0247867,-77.1380261,0.859,195
Office Depot,Specialty Retailers: Other,14.485,"Boca Raton, FL",196,,26.4047631,-80.1201124,0.008,196
Nordstrom,General Merchandisers,14.437,"Seattle, WA",197,,47.6123393,-122.3362463,0.6,197
Kinder Morgan,Pipelines,14.403,"Houston, TX",198,,29.7578579,-95.3673774,0.253,198
Aramark,Diversified Outsourcing Services,14.3291,"Philadelphia, PA",199,,39.9521207,-75.1585262,0.2359,199
DaVita HealthCare Partners,Health Care: Medical Facilities,14.2097,"Denver, CO",200,,39.7536296,-105.0041203,0.2697,200
Molina Healthcare,Health Care: Insurance and Managed Care,14.178,"Long Beach, CA",201,,33.7666479,-118.2001826,0.143,201
WellCare Health Plans,Health Care: Insurance and Managed Care,13.8902,"Tampa, FL",202,,28.0306431,-82.5488209,0.1186,202
CBS,Entertainment,13.886,"New York, NY",203,,40.7611474,-73.9787406,1.413,203
Visa,Financial Data Services,13.88,"Foster City, CA",204,,37.5592521,-122.2763649,6.328,204
Lincoln National,"Insurance: Life, Health (stock)",13.572,"Radnor, PA",205,,40.0430096,-75.3656525,1.154,205
Ecolab,Chemicals,13.5451,"St. Paul, MN",206,,44.9461661,-93.094166,1.0021,206
Kellogg,Food Consumer Products,13.525,"Battle Creek, MI",207,,42.3206266,-85.1865708,0.614,207
C.H. Robinson Worldwide,Transportation and Logistics,13.4761,"Eden Prairie, MN",208,,44.8208693,-93.4606032,0.5097,208
Textron,Aerospace and Defense,13.423,"Providence, RI",209,,41.8249216,-71.409219,0.697,209
Loews,Insurance: Property and Casualty (Stock),13.415,"New York, NY",210,,40.7645326,-73.9703235,0.26,210
Illinois Tool Works,Industrial Machinery,13.405,"Glenview, IL",211,,42.0583267,-87.8058884,1.899,211
Synnex,Wholesalers: Electronics and Office Equipment,13.3384,"Fremont, CA",212,,37.4970796,-121.9799896,0.2085,212
Viacom,Entertainment,13.268,"New York, NY",213,,40.7578505,-73.9866898,1.922,213
HollyFrontier,Petroleum Refining,13.2379,"Dallas, TX",214,,32.7944968,-96.8082099,0.7401,214
Land O'Lakes,Food Consumer Products,13.1609,"Arden Hills, MN",215,,45.0626683,-93.1508384,0.3076,215
Devon Energy,"Mining, Crude-Oil Production",13.145,"Oklahoma City, OK",216,,35.4669993,-97.5181265,-14.454,216
PBF Energy,Petroleum Refining,13.1239,"Parsippany, NJ",217,,40.8475152,-74.4546608,0.1464,217
Yum Brands,Food Services,13.105,"Louisville, KY",218,,38.1979017,-85.6956502,1.293,218
Texas Instruments,Semiconductors and Other Electronic Components,13,"Dallas, TX",219,,32.9113732,-96.7552392,2.986,219
CDW ,Information Technology Services,12.9887,"Lincolnshire, IL",220,,42.1973828,-87.8885544,0.4031,220
Waste Management,Waste Management,12.961,"Houston, TX",221,,29.7558061,-95.3639204,0.753,221
Marsh & McLennan,Diversified Financials,12.893,"New York, NY",222,,40.7568722,-73.981967,1.599,222
Chesapeake Energy,"Mining, Crude-Oil Production",12.764,"Oklahoma City, OK",223,,35.5346475,-97.5289018,-14.685,223
Parker-Hannifin,Industrial Machinery,12.7117,"Cleveland, OH",224,,41.5065902,-81.4611707,1.0121,224
Occidental Petroleum,"Mining, Crude-Oil Production",12.699,"Houston, TX",225,,29.7306661,-95.4317452,-7.829,225
Guardian Life Ins. Co. of America,"Insurance: Life, Health (Mutual)",12.6281,"New York, NY",226,,40.704046,-74.0096619,0.4107,226
Farmers Insurance Exchange,Insurance: Property and Casualty (Mutual),12.6257,"Woodland Hills, CA",227,,34.1845659,-118.6021669,-0.1137,227
J.C. Penney,General Merchandisers,12.625,"Plano, TX",228,,33.0816257,-96.8317551,-0.513,228
Consolidated Edison,Utilities: Gas and Electric,12.554,"New York, NY",229,,40.7340649,-73.9878827,1.193,229
Cognizant Technology Solutions,Information Technology Services,12.416,"Teaneck, NJ",230,,40.8729475,-74.0069886,1.6236,230
VF,Apparel,12.3767,"Greensboro, NC",231,,36.1221552,-79.7989009,1.2316,231
Ameriprise Financial,Diversified Financials,12.2,"Minneapolis, MN",232,,44.9799999,-93.27,1.562,232
Computer Sciences,Information Technology Services,12.183,"Falls Church, VA",233,,38.8603725,-77.2141891,-0.008,233
L Brands,Specialty Retailers: Apparel,12.1538,"Columbus, OH",234,,40.0543384,-82.8968815,1.253,234
Jacobs Engineering Group,"Engineering, Construction",12.1148,"Pasadena, CA",235,,34.1484667,-118.1328258,0.303,235
Principal Financial,"Insurance: Life, Health (stock)",11.9644,"Des Moines, IA",236,,41.5886139,-93.6276007,1.234,236
Ross Stores,Specialty Retailers: Apparel,11.94,"Dublin, CA",237,,37.7103486,-121.8900734,1.0207,237
Bed Bath & Beyond,Specialty Retailers: Other,11.8812,"Union, NJ",238,,40.6975409,-74.304805,0.9575,238
CSX,Railroads,11.811,"Jacksonville, FL",239,,30.3245211,-81.6640579,1.968,239
"Toys ""R"" Us",Specialty Retailers: Other,11.802,"Wayne, NJ",240,,40.9794234,-74.254132,-0.13,240
Las Vegas Sands,"Hotels, Casinos, Resorts",11.6885,"Las Vegas, NV",241,,36.1220839,-115.1680316,1.9662,241
Leucadia National,Food Production,11.6839,"New York, NY",242,,40.760264,-73.9745165,0.2837,242
Dominion Resources,Utilities: Gas and Electric,11.683,"Richmond, VA",243,,37.5339758,-77.4517422,1.899,243
United States Steel,Metals,11.574,"Pittsburgh, PA",244,,40.4412903,-79.994574,-1.642,244
L-3 Communications,Aerospace and Defense,11.554,"New York, NY",245,,40.7493063,-73.9759128,-0.24,245
Edison International,Utilities: Gas and Electric,11.524,"Rosemead, CA",246,,34.0540475,-118.0806461,1.02,246
Entergy,Utilities: Gas and Electric,11.5133,"New Orleans, LA",247,,29.9489474,-90.076831,-0.1766,247
Automatic Data Processing,Diversified Outsourcing Services,11.4773,"Roseland, NJ",248,,40.8155834,-74.3100114,1.4525,248
First Data,Financial Data Services,11.451,"Atlanta, GA",249,,33.9055099,-84.360083,-1.481,249
BlackRock,Securities,11.401,"New York, NY",250,,40.7590777,-73.9736148,3.345,250
WestRock,"Packaging, Containers",11.3813,"Richmond, VA",251,,37.5360173,-77.4418743,0.5071,251
Voya Financial,Diversified Financials,11.3412,"New York, NY",252,,40.7543721,-73.9761826,0.4083,252
Sherwin-Williams,Chemicals,11.3393,"Cleveland, OH",253,,41.4972774,-81.6924984,1.0538,253
Hilton Worldwide Holdings,"Hotels, Casinos, Resorts",11.272,"McLean, VA",254,,38.9280922,-77.2151232,1.404,254
R.R. Donnelley & Sons,"Publishing, Printing",11.2568,"Chicago, IL",255,,41.8865829,-87.6291883,0.1511,255
Stanley Black & Decker,"Home Equipment, Furnishings",11.2112,"New Britain, CT",256,,41.6936762,-72.8082857,0.8837,256
Xcel Energy,Utilities: Gas and Electric,11.0245,"Minneapolis, MN",257,,44.9795991,-93.2702686,0.9845,257
